event_id,timestamp_utc,host,user,process_name,ioc_type,ioc_value,detection_rule,source_ip,destination_ip
evt-email_addresses-000052,2026-06-02T05:18:06+00:00,ENG-LAB-004,user071,powershell.exe,Email Address,admin+ticket46@university.example,IOC-EMAIL-759,10.3.208.85,203.0.113.9
evt-email_addresses-000053,2026-06-02T06:36:05+00:00,ENG-LAB-058,user023,winword.exe,Email Address,security+ticket41@example.invalid,IOC-EMAIL-669,10.3.69.222,203.0.113.133
evt-email_addresses-000054,2026-06-02T06:49:07+00:00,ENG-LAB-010,user032,rundll32.exe,Email Address,helpdesk+554@lab.invalid,IOC-EMAIL-302,10.0.119.222,203.0.113.247
evt-email_addresses-000055,2026-06-02T08:34:45+00:00,ENG-LAB-012,user023,powershell.exe,Email Address,billing@example.invalid,IOC-EMAIL-205,10.0.117.211,198.51.100.136
evt-email_addresses-000056,2026-06-02T09:25:48+00:00,ENG-LAB-005,user052,powershell.exe,Email Address,research+demo61@example.example,IOC-EMAIL-792,10.0.216.9,203.0.113.243
evt-email_addresses-000057,2026-06-02T10:13:29+00:00,ENG-LAB-020,user051,svchost.exe,Email Address,it-support+ticket13@example.invalid,IOC-EMAIL-414,10.3.185.57,198.51.100.191
evt-email_addresses-000058,2026-06-02T14:47:43+00:00,ENG-LAB-002,user084,powershell.exe,Email Address,alerts+ticket60@lab.invalid,IOC-EMAIL-191,10.2.4.171,198.51.100.96
evt-email_addresses-000059,2026-06-02T15:11:15+00:00,ENG-LAB-036,user011,chrome.exe,Email Address,billing+969@example.invalid,IOC-EMAIL-408,10.3.109.131,198.51.100.243
evt-email_addresses-000060,2026-06-02T15:24:20+00:00,ENG-LAB-010,user082,outlook.exe,Email Address,security+ticket55@example.example,IOC-EMAIL-933,10.2.35.226,203.0.113.62
evt-email_addresses-000061,2026-06-02T15:31:57+00:00,ENG-LAB-014,user093,rundll32.exe,Email Address,noreply@example.invalid,IOC-EMAIL-667,10.3.108.238,198.51.100.203
evt-email_addresses-000062,2026-06-02T15:34:14+00:00,ENG-LAB-060,user070,python.exe,Email Address,admin@example.invalid,IOC-EMAIL-149,10.1.40.22,203.0.113.152
evt-email_addresses-000063,2026-06-02T15:51:50+00:00,ENG-LAB-058,user040,teams.exe,Email Address,admin+353@example.invalid,IOC-EMAIL-505,10.3.0.134,198.51.100.222
evt-email_addresses-000064,2026-06-02T16:04:35+00:00,ENG-LAB-051,user046,python.exe,Email Address,billing+455@example.invalid,IOC-EMAIL-452,10.2.111.248,198.51.100.25
evt-email_addresses-000065,2026-06-02T16:22:29+00:00,ENG-LAB-055,user007,rundll32.exe,Email Address,soc+demo63@example.example,IOC-EMAIL-810,10.3.174.72,198.51.100.155
evt-email_addresses-000066,2026-06-02T16:31:10+00:00,ENG-LAB-028,user063,rundll32.exe,Email Address,security+680@lab.invalid,IOC-EMAIL-181,10.0.155.74,198.51.100.251
evt-email_addresses-000067,2026-06-02T19:11:11+00:00,ENG-LAB-022,user037,svchost.exe,Email Address,alerts+845@university.example,IOC-EMAIL-648,10.1.140.113,198.51.100.212
evt-email_addresses-000068,2026-06-02T19:36:20+00:00,ENG-LAB-051,user062,msedge.exe,Email Address,alerts+case72@example.invalid,IOC-EMAIL-909,10.1.83.250,203.0.113.60
evt-email_addresses-000069,2026-06-02T19:39:28+00:00,ENG-LAB-049,user009,outlook.exe,Email Address,training@example.invalid,IOC-EMAIL-863,10.1.148.253,198.51.100.168
evt-email_addresses-000070,2026-06-02T19:58:42+00:00,ENG-LAB-011,user075,chrome.exe,Email Address,admin+demo66@lab.invalid,IOC-EMAIL-470,10.0.216.9,203.0.113.19
evt-email_addresses-000071,2026-06-02T23:25:37+00:00,ENG-LAB-015,user049,chrome.exe,Email Address,it-support@example.invalid,IOC-EMAIL-529,10.1.13.144,198.51.100.224
evt-email_addresses-000072,2026-06-02T23:34:43+00:00,ENG-LAB-050,user031,svchost.exe,Email Address,soc@lab.invalid,IOC-EMAIL-803,10.0.125.252,198.51.100.54
evt-email_addresses-000073,2026-06-03T01:08:07+00:00,ENG-LAB-017,user016,reg.exe,Email Address,training+case10@lab.invalid,IOC-EMAIL-123,10.2.63.185,198.51.100.235
evt-email_addresses-000074,2026-06-03T01:14:27+00:00,ENG-LAB-032,user013,svchost.exe,Email Address,alerts@university.example,IOC-EMAIL-155,10.2.111.248,198.51.100.16
evt-email_addresses-000075,2026-06-03T03:26:08+00:00,ENG-LAB-021,user058,winword.exe,Email Address,billing+demo61@example.invalid,IOC-EMAIL-731,10.3.127.69,198.51.100.50
evt-email_addresses-000076,2026-06-03T04:37:00+00:00,ENG-LAB-021,user081,chrome.exe,Email Address,helpdesk+demo30@example.invalid,IOC-EMAIL-929,10.2.91.130,203.0.113.139
evt-email_addresses-000077,2026-06-03T05:21:31+00:00,ENG-LAB-021,user040,winword.exe,Email Address,noreply+demo71@university.example,IOC-EMAIL-116,10.3.93.13,203.0.113.96
evt-email_addresses-000078,2026-06-03T05:40:32+00:00,ENG-LAB-050,user018,chrome.exe,Email Address,training+demo92@university.example,IOC-EMAIL-107,10.1.135.34,203.0.113.199
evt-email_addresses-000079,2026-06-03T05:52:54+00:00,ENG-LAB-029,user025,chrome.exe,Email Address,billing+874@university.example,IOC-EMAIL-512,10.0.152.216,198.51.100.178
evt-email_addresses-000080,2026-06-03T06:32:30+00:00,ENG-LAB-024,user030,reg.exe,Email Address,it-support@university.example,IOC-EMAIL-533,10.3.181.109,203.0.113.243
evt-email_addresses-000081,2026-06-03T08:44:51+00:00,ENG-LAB-001,user063,python.exe,Email Address,billing@university.example,IOC-EMAIL-661,10.1.134.42,203.0.113.50
evt-email_addresses-000082,2026-06-03T08:56:58+00:00,ENG-LAB-044,user003,chrome.exe,Email Address,billing+case67@example.invalid,IOC-EMAIL-761,10.1.243.116,198.51.100.121
evt-email_addresses-000083,2026-06-03T10:13:27+00:00,ENG-LAB-011,user008,outlook.exe,Email Address,research+ticket57@university.example,IOC-EMAIL-731,10.2.91.149,203.0.113.191
evt-email_addresses-000084,2026-06-03T10:25:14+00:00,ENG-LAB-042,user069,chrome.exe,Email Address,training+case92@example.invalid,IOC-EMAIL-379,10.1.186.111,198.51.100.20
evt-email_addresses-000085,2026-06-03T10:52:13+00:00,ENG-LAB-014,user002,winword.exe,Email Address,security@example.invalid,IOC-EMAIL-324,10.0.185.225,203.0.113.130
evt-email_addresses-000086,2026-06-03T12:35:02+00:00,ENG-LAB-007,user050,msedge.exe,Email Address,training+case62@example.invalid,IOC-EMAIL-458,10.3.69.222,198.51.100.39
evt-email_addresses-000087,2026-06-03T13:35:18+00:00,ENG-LAB-047,user063,python.exe,Email Address,it-support+806@lab.invalid,IOC-EMAIL-891,10.0.146.61,198.51.100.190
evt-email_addresses-000088,2026-06-03T16:20:08+00:00,ENG-LAB-008,user037,reg.exe,Email Address,it-support+demo12@university.example,IOC-EMAIL-706,10.0.42.165,203.0.113.153
evt-email_addresses-000089,2026-06-03T16:58:22+00:00,ENG-LAB-019,user007,msedge.exe,Email Address,soc@example.invalid,IOC-EMAIL-184,10.3.135.238,203.0.113.112
evt-email_addresses-000090,2026-06-03T18:06:37+00:00,ENG-LAB-005,user046,chrome.exe,Email Address,it-support+842@example.invalid,IOC-EMAIL-597,10.2.133.53,203.0.113.140
evt-email_addresses-000091,2026-06-03T18:33:36+00:00,ENG-LAB-016,user075,msedge.exe,Email Address,it-support@university.example,IOC-EMAIL-354,10.0.142.90,203.0.113.65
evt-email_addresses-000092,2026-06-03T19:06:03+00:00,ENG-LAB-015,user035,outlook.exe,Email Address,alerts@example.invalid,IOC-EMAIL-358,10.1.126.191,198.51.100.54
evt-email_addresses-000093,2026-06-03T19:34:06+00:00,ENG-LAB-043,user091,teams.exe,Email Address,admin+688@example.invalid,IOC-EMAIL-892,10.0.185.225,198.51.100.26
evt-email_addresses-000094,2026-06-03T20:28:34+00:00,ENG-LAB-026,user037,winword.exe,Email Address,security+810@example.invalid,IOC-EMAIL-889,10.3.142.208,198.51.100.162
evt-email_addresses-000095,2026-06-03T20:59:53+00:00,ENG-LAB-051,user035,outlook.exe,Email Address,soc+107@lab.invalid,IOC-EMAIL-265,10.2.63.185,203.0.113.30
evt-email_addresses-000096,2026-06-03T22:16:49+00:00,ENG-LAB-015,user041,msedge.exe,Email Address,security+898@university.example,IOC-EMAIL-808,10.2.75.111,203.0.113.212
evt-email_addresses-000097,2026-06-03T23:00:57+00:00,ENG-LAB-026,user024,outlook.exe,Email Address,research@example.invalid,IOC-EMAIL-570,10.3.169.241,203.0.113.131
evt-email_addresses-000098,2026-06-03T23:35:12+00:00,ENG-LAB-023,user009,svchost.exe,Email Address,it-support+558@university.example,IOC-EMAIL-473,10.1.214.57,203.0.113.37
evt-email_addresses-000099,2026-06-03T23:59:02+00:00,ENG-LAB-009,user070,outlook.exe,Email Address,security@example.invalid,IOC-EMAIL-169,10.2.63.185,198.51.100.161
evt-email_addresses-000100,2026-06-04T00:00:58+00:00,ENG-LAB-049,user038,winword.exe,Email Address,soc@university.example,IOC-EMAIL-425,10.2.219.230,198.51.100.179
evt-email_addresses-000101,2026-06-04T00:50:20+00:00,ENG-LAB-016,user098,powershell.exe,Email Address,admin+315@example.example,IOC-EMAIL-923,10.3.218.144,203.0.113.193
evt-email_addresses-000102,2026-06-04T01:52:01+00:00,ENG-LAB-039,user034,svchost.exe,Email Address,security@example.invalid,IOC-EMAIL-805,10.2.122.15,198.51.100.139
evt-email_addresses-000103,2026-06-04T02:14:29+00:00,ENG-LAB-015,user046,winword.exe,Email Address,alerts+demo54@university.example,IOC-EMAIL-419,10.3.128.249,198.51.100.233
evt-email_addresses-000104,2026-06-04T02:39:15+00:00,ENG-LAB-024,user100,teams.exe,Email Address,noreply@example.example,IOC-EMAIL-372,10.0.152.216,203.0.113.198
evt-email_addresses-000105,2026-06-04T02:39:58+00:00,ENG-LAB-032,user090,msedge.exe,Email Address,training@university.example,IOC-EMAIL-318,10.2.104.176,203.0.113.244
evt-email_addresses-000106,2026-06-04T02:46:20+00:00,ENG-LAB-060,user055,powershell.exe,Email Address,helpdesk+906@lab.invalid,IOC-EMAIL-975,10.0.152.216,203.0.113.64
evt-email_addresses-000107,2026-06-04T02:52:01+00:00,ENG-LAB-017,user022,reg.exe,Email Address,helpdesk+428@example.invalid,IOC-EMAIL-782,10.0.216.9,203.0.113.37
evt-email_addresses-000108,2026-06-04T03:03:17+00:00,ENG-LAB-004,user025,powershell.exe,Email Address,it-support+case83@lab.invalid,IOC-EMAIL-164,10.2.29.13,198.51.100.100
evt-email_addresses-000109,2026-06-04T04:13:06+00:00,ENG-LAB-038,user082,msedge.exe,Email Address,helpdesk@example.example,IOC-EMAIL-343,10.3.25.143,198.51.100.177
evt-email_addresses-000110,2026-06-04T04:36:26+00:00,ENG-LAB-036,user060,reg.exe,Email Address,admin+389@university.example,IOC-EMAIL-416,10.2.91.149,198.51.100.87
evt-email_addresses-000111,2026-06-04T04:48:08+00:00,ENG-LAB-009,user018,outlook.exe,Email Address,billing+245@example.invalid,IOC-EMAIL-132,10.1.85.105,203.0.113.119
evt-email_addresses-000112,2026-06-04T05:28:44+00:00,ENG-LAB-002,user080,reg.exe,Email Address,billing+case95@example.invalid,IOC-EMAIL-559,10.0.42.165,203.0.113.118
evt-email_addresses-000113,2026-06-04T05:56:31+00:00,ENG-LAB-027,user027,reg.exe,Email Address,it-support@university.example,IOC-EMAIL-977,10.1.55.98,198.51.100.193
evt-email_addresses-000114,2026-06-04T07:01:52+00:00,ENG-LAB-015,user098,outlook.exe,Email Address,research@example.invalid,IOC-EMAIL-977,10.1.126.191,203.0.113.95
evt-email_addresses-000115,2026-06-04T07:17:24+00:00,ENG-LAB-005,user001,rundll32.exe,Email Address,security+866@example.example,IOC-EMAIL-322,10.0.185.225,203.0.113.187
evt-email_addresses-000116,2026-06-04T07:19:51+00:00,ENG-LAB-025,user049,msedge.exe,Email Address,admin+demo98@example.invalid,IOC-EMAIL-443,10.3.169.241,203.0.113.142
evt-email_addresses-000117,2026-06-04T07:30:08+00:00,ENG-LAB-016,user041,outlook.exe,Email Address,training+522@lab.invalid,IOC-EMAIL-414,10.2.135.207,203.0.113.158
evt-email_addresses-000118,2026-06-04T09:00:21+00:00,ENG-LAB-033,user009,powershell.exe,Email Address,research+demo39@example.invalid,IOC-EMAIL-424,10.1.154.104,203.0.113.21
evt-email_addresses-000119,2026-06-04T10:44:56+00:00,ENG-LAB-011,user030,rundll32.exe,Email Address,research@lab.invalid,IOC-EMAIL-157,10.3.174.72,198.51.100.109
evt-email_addresses-000120,2026-06-04T11:33:56+00:00,ENG-LAB-052,user084,msedge.exe,Email Address,admin+demo28@university.example,IOC-EMAIL-548,10.3.173.205,203.0.113.33
evt-email_addresses-000121,2026-06-04T11:50:18+00:00,ENG-LAB-051,user038,reg.exe,Email Address,research+case95@example.invalid,IOC-EMAIL-890,10.3.239.222,203.0.113.217
evt-email_addresses-000122,2026-06-04T12:05:51+00:00,ENG-LAB-024,user084,svchost.exe,Email Address,security@example.invalid,IOC-EMAIL-973,10.0.193.21,203.0.113.59
evt-email_addresses-000123,2026-06-04T12:26:08+00:00,ENG-LAB-058,user026,teams.exe,Email Address,training@lab.invalid,IOC-EMAIL-748,10.3.67.172,203.0.113.129
evt-email_addresses-000124,2026-06-04T12:30:11+00:00,ENG-LAB-050,user098,reg.exe,Email Address,billing@example.invalid,IOC-EMAIL-231,10.1.83.250,203.0.113.231
evt-email_addresses-000125,2026-06-04T12:40:42+00:00,ENG-LAB-033,user021,winword.exe,Email Address,admin+case65@example.example,IOC-EMAIL-834,10.1.220.202,203.0.113.79
evt-email_addresses-000126,2026-06-04T13:33:41+00:00,ENG-LAB-030,user083,reg.exe,Email Address,it-support+ticket73@example.invalid,IOC-EMAIL-862,10.2.47.210,198.51.100.27
evt-email_addresses-000127,2026-06-04T13:58:26+00:00,ENG-LAB-053,user015,outlook.exe,Email Address,admin+ticket16@lab.invalid,IOC-EMAIL-416,10.1.65.169,198.51.100.114
evt-email_addresses-000128,2026-06-04T14:43:27+00:00,ENG-LAB-055,user010,teams.exe,Email Address,research+ticket74@university.example,IOC-EMAIL-347,10.0.98.103,203.0.113.133
evt-email_addresses-000129,2026-06-04T14:54:37+00:00,ENG-LAB-048,user068,winword.exe,Email Address,admin+932@university.example,IOC-EMAIL-904,10.3.142.208,203.0.113.135
evt-email_addresses-000130,2026-06-04T15:19:00+00:00,ENG-LAB-054,user006,winword.exe,Email Address,soc+564@example.example,IOC-EMAIL-295,10.1.55.98,198.51.100.86
evt-email_addresses-000131,2026-06-04T16:15:21+00:00,ENG-LAB-026,user092,rundll32.exe,Email Address,admin+643@example.invalid,IOC-EMAIL-812,10.3.79.237,203.0.113.33
evt-email_addresses-000132,2026-06-04T16:31:14+00:00,ENG-LAB-046,user097,python.exe,Email Address,security@university.example,IOC-EMAIL-285,10.1.0.154,203.0.113.221
evt-email_addresses-000133,2026-06-04T16:35:18+00:00,ENG-LAB-055,user032,reg.exe,Email Address,soc@example.invalid,IOC-EMAIL-706,10.0.79.70,203.0.113.68
evt-email_addresses-000134,2026-06-04T17:07:20+00:00,ENG-LAB-049,user013,powershell.exe,Email Address,alerts+340@university.example,IOC-EMAIL-784,10.0.152.216,203.0.113.202
evt-email_addresses-000135,2026-06-04T19:07:02+00:00,ENG-LAB-060,user034,msedge.exe,Email Address,it-support+case33@university.example,IOC-EMAIL-983,10.3.61.64,198.51.100.204
evt-email_addresses-000136,2026-06-04T19:50:04+00:00,ENG-LAB-011,user026,rundll32.exe,Email Address,billing+640@example.invalid,IOC-EMAIL-987,10.0.216.9,203.0.113.184
evt-email_addresses-000137,2026-06-04T20:45:03+00:00,ENG-LAB-060,user020,chrome.exe,Email Address,it-support@lab.invalid,IOC-EMAIL-708,10.3.135.238,198.51.100.146
evt-email_addresses-000138,2026-06-04T21:00:43+00:00,ENG-LAB-054,user045,powershell.exe,Email Address,helpdesk+demo51@example.invalid,IOC-EMAIL-203,10.2.35.226,203.0.113.60
evt-email_addresses-000139,2026-06-04T21:06:10+00:00,ENG-LAB-059,user046,teams.exe,Email Address,it-support+424@university.example,IOC-EMAIL-117,10.2.53.241,203.0.113.42
evt-email_addresses-000140,2026-06-04T22:25:50+00:00,ENG-LAB-005,user048,outlook.exe,Email Address,alerts@example.invalid,IOC-EMAIL-778,10.0.161.103,198.51.100.111
evt-email_addresses-000141,2026-06-04T23:11:00+00:00,ENG-LAB-019,user047,rundll32.exe,Email Address,soc@example.invalid,IOC-EMAIL-900,10.2.29.13,203.0.113.116
evt-email_addresses-000142,2026-06-04T23:58:06+00:00,ENG-LAB-054,user055,teams.exe,Email Address,billing+ticket44@lab.invalid,IOC-EMAIL-312,10.2.158.171,198.51.100.185
evt-email_addresses-000143,2026-06-05T00:44:00+00:00,ENG-LAB-058,user011,powershell.exe,Email Address,helpdesk@example.invalid,IOC-EMAIL-548,10.0.47.238,198.51.100.148
evt-email_addresses-000144,2026-06-05T02:14:02+00:00,ENG-LAB-028,user049,msedge.exe,Email Address,it-support+931@lab.invalid,IOC-EMAIL-779,10.3.109.139,198.51.100.66
evt-email_addresses-000145,2026-06-05T03:14:29+00:00,ENG-LAB-002,user021,python.exe,Email Address,it-support+demo15@lab.invalid,IOC-EMAIL-531,10.0.42.165,198.51.100.79
evt-email_addresses-000146,2026-06-05T03:31:46+00:00,ENG-LAB-014,user082,chrome.exe,Email Address,training@university.example,IOC-EMAIL-640,10.1.170.201,203.0.113.175
evt-email_addresses-000147,2026-06-05T03:32:38+00:00,ENG-LAB-050,user035,msedge.exe,Email Address,admin+570@example.invalid,IOC-EMAIL-308,10.3.141.12,203.0.113.176
evt-email_addresses-000148,2026-06-05T04:53:26+00:00,ENG-LAB-054,user059,powershell.exe,Email Address,security+case53@example.example,IOC-EMAIL-386,10.2.133.53,198.51.100.42
evt-email_addresses-000149,2026-06-05T08:25:54+00:00,ENG-LAB-020,user020,chrome.exe,Email Address,admin+case52@lab.invalid,IOC-EMAIL-198,10.1.130.12,198.51.100.127
evt-email_addresses-000150,2026-06-05T09:14:18+00:00,ENG-LAB-041,user091,reg.exe,Email Address,helpdesk+217@example.invalid,IOC-EMAIL-444,10.2.75.111,198.51.100.156
